Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
19.05.2009 04:00:00,995.41,8.86,282.39,7.63,92.0,11.38,10.47,0.91,6.57,10.52,1224.67,0.48,0.75,178.6
19.05.2009 05:00:00,995.45,8.49,282.02,7.49,93.4,11.1,10.37,0.73,6.51,10.42,1226.38,0.12,0.5,162.6
19.05.2009 06:00:00,995.64,9.9,283.41,7.69,86.1,12.21,10.51,1.7,6.59,10.56,1220.43,0.94,1.5,147.1
19.05.2009 07:00:00,995.95,11.73,285.22,8.48,80.4,13.8,11.09,2.7,6.96,11.14,1212.71,1.2,1.63,151.7
19.05.2009 08:00:00,996.1,14.42,287.9,9.32,71.4,16.45,11.75,4.7,7.37,11.79,1201.25,1.34,2.0,195.5
19.05.2009 09:00:00,995.93,16.83,290.33,8.92,59.55,19.2,11.43,7.77,7.17,11.48,1191.2,1.28,2.13,152.8
19.05.2009 10:00:00,995.8,18.77,292.28,5.61,41.97,21.69,9.11,12.59,5.71,9.14,1184.18,2.09,3.88,205.5
19.05.2009 11:00:00,995.65,19.54,293.07,6.4,42.28,22.76,9.62,13.14,6.03,9.67,1180.65,1.42,3.13,190.4
19.05.2009 12:00:00,995.23,19.68,293.24,5.98,40.69,22.96,9.34,13.62,5.86,9.39,1179.72,1.68,3.13,307.1
19.05.2009 13:00:00,994.79,19.96,293.56,6.48,41.4,23.36,9.67,13.69,6.07,9.72,1177.92,3.02,6.13,9.49
19.05.2009 14:00:00,994.51,19.24,292.86,6.59,43.64,22.34,9.75,12.59,6.12,9.8,1180.45,2.25,4.38,37.68
19.05.2009 15:00:00,994.09,19.95,293.61,7.15,43.4,23.35,10.13,13.21,6.36,10.19,1176.92,2.47,3.75,31.71
19.05.2009 16:00:00,993.92,20.4,294.07,7.39,42.89,24.01,10.3,13.71,6.47,10.36,1174.84,1.55,3.5,36.44
19.05.2009 17:00:00,993.77,20.87,294.56,7.28,41.37,24.71,10.22,14.49,6.42,10.29,1172.82,0.69,1.88,291.6
19.05.2009 18:00:00,993.74,20.05,293.74,7.51,44.19,23.49,10.38,13.11,6.52,10.45,1176.0,2.26,3.13,0.31
19.05.2009 19:00:00,993.9,18.79,292.46,8.29,50.42,21.72,10.95,10.77,6.88,11.02,1181.0,1.56,2.75,340.0
19.05.2009 20:00:00,994.08,18.05,291.7,8.56,53.78,20.74,11.15,9.58,7.01,11.22,1184.13,0.53,1.25,8.35
19.05.2009 21:00:00,994.64,15.88,289.49,8.62,62.0,18.07,11.2,6.87,7.04,11.26,1193.66,1.83,2.75,238.6
19.05.2009 22:00:00,994.67,14.52,288.12,8.63,67.68,16.56,11.21,5.35,7.04,11.27,1199.35,0.24,1.0,198.0
19.05.2009 23:00:00,994.75,13.0,286.59,8.52,74.2,15.0,11.13,3.87,6.99,11.19,1205.85,0.91,1.38,201.3
20.05.2009 00:00:00,994.68,11.5,285.09,8.54,82.0,13.59,11.14,2.45,7.0,11.2,1212.12,0.22,0.88,165.7
20.05.2009 01:00:00,994.63,10.74,284.34,8.17,84.1,12.92,10.86,2.05,6.82,10.92,1215.43,0.61,1.13,206.2
20.05.2009 02:00:00,994.18,10.57,284.2,8.21,85.3,12.77,10.89,1.88,6.84,10.96,1215.59,0.72,1.63,151.8
20.05.2009 03:00:00,994.15,11.04,284.68,8.34,83.4,13.18,10.99,2.19,6.91,11.06,1213.49,0.89,1.75,195.0
20.05.2009 04:00:00,994.23,12.16,285.79,9.02,81.1,14.19,11.51,2.68,7.23,11.58,1208.59,0.28,0.88,14.01
20.05.2009 05:00:00,994.38,10.89,284.51,9.15,89.0,13.05,11.61,1.44,7.3,11.68,1214.13,1.48,1.88,233.2
20.05.2009 06:00:00,994.71,11.27,284.86,9.02,86.0,13.38,11.51,1.87,7.23,11.57,1212.96,0.91,1.75,162.6
20.05.2009 07:00:00,994.89,12.7,286.28,9.16,79.0,14.71,11.62,3.09,7.3,11.68,1207.06,1.02,1.63,139.4
20.05.2009 08:00:00,995.37,16.2,289.74,10.17,67.44,18.44,12.44,6.01,7.81,12.5,1192.67,0.71,1.25,224.5
20.05.2009 09:00:00,995.31,17.64,291.19,10.61,63.35,20.21,12.8,7.41,8.04,12.86,1186.52,1.0,2.13,63.55
20.05.2009 10:00:00,995.31,18.72,292.27,10.83,60.09,21.63,13.0,8.63,8.16,13.06,1182.05,1.13,2.0,60.04
20.05.2009 11:00:00,995.18,20.07,293.64,10.95,55.68,23.52,13.1,10.42,8.23,13.16,1176.4,1.98,3.63,57.66
20.05.2009 12:00:00,994.59,20.7,294.32,11.05,53.94,24.45,13.19,11.26,8.29,13.26,1173.13,1.51,3.0,56.78
20.05.2009 13:00:00,994.01,21.37,295.04,10.63,50.31,25.48,12.82,12.66,8.06,12.9,1169.96,2.9,5.0,49.74
20.05.2009 14:00:00,993.4,22.29,296.01,11.25,49.58,26.95,13.36,13.59,8.41,13.45,1165.35,2.69,4.5,25.91
20.05.2009 15:00:00,992.88,22.39,296.15,11.26,49.32,27.12,13.37,13.74,8.42,13.47,1164.33,2.18,5.13,41.43
20.05.2009 16:00:00,992.62,21.96,295.75,12.23,53.96,26.42,14.25,12.16,8.98,14.36,1165.33,2.48,3.88,8.81
20.05.2009 17:00:00,992.3,21.67,295.48,12.25,55.01,25.95,14.28,11.68,9.0,14.39,1166.09,2.39,4.5,5.95
20.05.2009 18:00:00,991.63,21.99,295.86,12.02,53.12,26.47,14.06,12.41,8.87,14.18,1164.13,1.8,3.13,56.4
20.05.2009 19:00:00,991.34,20.52,294.41,11.98,58.0,24.18,14.03,10.16,8.85,14.15,1169.63,1.4,2.5,54.4
20.05.2009 20:00:00,991.31,19.96,293.85,11.78,59.23,23.36,13.84,9.52,8.73,13.96,1171.91,1.18,2.63,68.42
20.05.2009 21:00:00,992.69,17.86,291.63,12.32,69.99,20.49,14.34,6.15,9.04,14.45,1181.79,3.9,7.13,265.8
20.05.2009 22:00:00,991.66,15.15,289.0,12.14,82.2,17.24,14.17,3.07,8.94,14.29,1191.73,2.7,4.25,14.81
20.05.2009 23:00:00,991.83,14.49,288.33,12.04,85.2,16.53,14.08,2.45,8.88,14.2,1194.72,3.47,6.13,276.7
21.05.2009 00:00:00,991.52,14.08,287.94,11.64,85.2,16.09,13.71,2.38,8.65,13.83,1196.21,0.27,0.63,323.4
21.05.2009 01:00:00,990.95,12.94,286.84,11.93,93.6,14.94,13.98,0.96,8.82,14.11,1200.16,0.15,0.5,91.7
21.05.2009 02:00:00,990.45,12.57,286.52,11.93,95.9,14.58,13.98,0.6,8.83,14.12,1201.11,0.4,1.0,350.3
21.05.2009 03:00:00,990.47,13.21,287.16,11.94,92.0,15.21,13.99,1.22,8.83,14.12,1198.44,2.25,3.13,304.6
21.05.2009 04:00:00,989.48,12.96,286.99,11.69,92.0,14.96,13.76,1.2,8.7,13.91,1198.39,1.39,2.13,212.4
21.05.2009 05:00:00,989.15,12.41,286.46,11.49,94.1,14.43,13.58,0.85,8.58,13.73,1200.38,1.24,2.13,195.8
21.05.2009 06:00:00,988.86,12.73,286.81,11.77,93.9,14.74,13.84,0.9,8.75,13.99,1198.56,0.98,1.63,198.2
21.05.2009 07:00:00,988.5,13.09,287.2,11.77,91.7,15.09,13.83,1.25,8.75,14.0,1196.62,1.79,2.63,141.5
21.05.2009 08:00:00,988.04,14.87,289.02,12.52,85.8,16.94,14.53,2.4,9.2,14.71,1188.35,0.51,1.0,173.5
21.05.2009 09:00:00,987.53,16.09,290.29,13.04,82.1,18.32,15.04,3.28,9.53,15.23,1182.49,1.09,2.0,159.2
21.05.2009 10:00:00,986.81,18.09,292.36,13.51,74.6,20.79,15.51,5.28,9.83,15.72,1173.3,2.19,2.75,171.4
21.05.2009 11:00:00,986.23,21.47,295.8,12.52,56.68,25.64,14.53,11.11,9.22,14.73,1159.59,6.08,10.25,203.4
21.05.2009 12:00:00,985.79,20.7,295.07,12.1,57.8,24.45,14.13,10.32,8.97,14.34,1162.28,2.29,3.25,233.9
21.05.2009 13:00:00,985.19,23.26,297.69,12.46,50.64,28.58,14.48,14.11,9.19,14.69,1151.39,2.29,3.5,167.9
21.05.2009 14:00:00,984.73,24.05,298.52,12.02,46.9,29.98,14.06,15.92,8.93,14.28,1147.97,3.26,6.13,222.2
21.05.2009 15:00:00,984.53,22.11,296.59,13.8,59.27,26.66,15.8,10.86,10.04,16.05,1154.5,3.07,4.75,32.19
21.05.2009 16:00:00,984.16,21.11,295.62,15.04,68.29,25.08,17.13,7.95,10.9,17.4,1157.4,3.93,8.25,327.8
21.05.2009 17:00:00,984.01,18.83,293.34,15.25,79.7,21.78,17.36,4.42,11.04,17.64,1166.15,2.35,3.63,302.2
21.05.2009 18:00:00,983.95,17.93,292.44,16.63,92.1,20.58,18.96,1.63,12.07,19.26,1168.96,0.93,1.75,226.8
21.05.2009 19:00:00,984.13,17.21,291.7,15.93,92.2,19.67,18.13,1.53,11.54,18.43,1172.45,0.31,1.0,230.9
21.05.2009 20:00:00,984.56,17.17,291.62,14.72,85.5,19.62,16.77,2.84,10.66,17.04,1173.74,0.58,1.13,257.1
21.05.2009 21:00:00,984.8,16.4,290.83,14.51,88.6,18.68,16.55,2.13,10.52,16.81,1177.25,1.23,2.88,255.0
21.05.2009 22:00:00,985.57,16.64,291.01,11.95,73.8,18.97,14.0,4.97,8.88,14.2,1178.36,2.46,3.5,313.4
21.05.2009 23:00:00,985.7,15.63,289.98,11.6,76.9,17.78,13.68,4.11,8.68,13.87,1182.79,2.64,3.63,229.4
22.05.2009 00:00:00,986.17,14.6,288.91,12.41,86.7,16.64,14.43,2.21,9.15,14.63,1187.25,0.81,1.38,285.4
22.05.2009 01:00:00,986.12,14.0,288.31,12.69,91.8,16.01,14.7,1.31,9.32,14.9,1189.55,0.53,1.5,132.6
22.05.2009 02:00:00,986.13,13.49,287.8,12.83,95.8,15.49,14.84,0.65,9.41,15.04,1191.61,0.39,0.88,209.6
22.05.2009 03:00:00,986.17,13.31,287.61,12.45,94.5,15.31,14.46,0.84,9.17,14.67,1192.58,0.67,1.13,209.6
22.05.2009 04:00:00,986.16,13.38,287.68,12.74,95.9,15.38,14.74,0.63,9.35,14.95,1192.15,0.45,0.75,310.4
22.05.2009 05:00:00,986.05,13.5,287.81,12.76,95.3,15.5,14.77,0.73,9.37,14.98,1191.5,0.45,0.88,164.2
22.05.2009 06:00:00,986.04,13.63,287.95,12.85,95.0,15.63,14.85,0.78,9.42,15.06,1190.91,0.21,0.88,46.35
22.05.2009 07:00:00,986.39,12.73,287.01,10.68,87.3,14.74,12.86,1.87,8.15,13.04,1196.0,4.65,6.75,15.34
22.05.2009 08:00:00,986.75,10.87,285.12,9.27,89.8,13.03,11.7,1.33,7.41,11.86,1204.82,3.12,4.38,3.55
22.05.2009 09:00:00,987.02,10.59,284.81,9.19,91.0,12.79,11.64,1.15,7.37,11.79,1206.37,1.98,3.75,21.16
22.05.2009 10:00:00,987.77,10.36,284.52,9.22,92.6,12.59,11.66,0.93,7.38,11.81,1208.25,2.2,3.13,24.48
22.05.2009 11:00:00,987.84,11.75,285.91,9.9,88.4,13.81,12.21,1.6,7.73,12.36,1202.19,0.28,0.88,54.69
22.05.2009 12:00:00,988.14,13.81,287.95,10.39,79.8,15.81,12.62,3.19,7.98,12.77,1193.74,1.13,2.38,208.0
22.05.2009 13:00:00,988.01,15.59,289.75,10.3,70.7,17.74,12.54,5.2,7.93,12.69,1186.26,1.28,2.13,193.3
22.05.2009 14:00:00,987.72,15.78,289.96,9.78,67.45,17.96,12.11,5.84,7.66,12.26,1185.32,1.81,2.88,32.65
22.05.2009 15:00:00,987.54,17.38,291.58,9.03,57.93,19.88,11.52,8.36,7.29,11.66,1178.85,1.43,2.75,40.43
22.05.2009 16:00:00,987.22,17.57,291.8,7.82,52.71,20.12,10.6,9.51,6.71,10.74,1178.11,1.77,3.88,307.0
22.05.2009 17:00:00,988.05,13.8,287.95,8.95,72.5,15.8,11.46,4.35,7.24,11.59,1194.2,1.8,3.63,264.6
22.05.2009 18:00:00,988.31,15.53,289.66,9.23,66.08,17.67,11.68,5.99,7.38,11.81,1187.26,0.81,1.75,271.0
22.05.2009 19:00:00,989.11,14.18,288.24,8.56,68.86,16.2,11.15,5.04,7.04,11.28,1194.05,1.81,2.13,259.8
22.05.2009 20:00:00,990.29,12.89,286.85,7.34,68.91,14.89,10.26,4.63,6.47,10.36,1201.28,1.92,3.0,266.5
22.05.2009 21:00:00,991.12,12.14,286.03,6.3,67.4,14.17,9.55,4.62,6.02,9.64,1205.78,1.72,2.25,250.7
22.05.2009 22:00:00,991.67,11.51,285.35,5.61,67.0,13.6,9.11,4.49,5.73,9.19,1209.33,2.59,3.5,249.3
22.05.2009 23:00:00,992.01,10.98,284.79,5.52,68.94,13.13,9.05,4.08,5.69,9.12,1212.03,2.67,3.25,245.8
23.05.2009 00:00:00,992.43,10.66,284.44,5.51,70.4,12.85,9.05,3.8,5.69,9.11,1213.91,2.65,3.13,251.0
23.05.2009 01:00:00,992.85,7.82,281.56,5.72,86.5,10.61,9.18,1.43,5.77,9.24,1226.64,0.43,0.88,205.8
23.05.2009 02:00:00,992.99,7.48,281.21,5.5,87.2,10.36,9.04,1.33,5.68,9.1,1228.37,0.76,1.63,182.8
23.05.2009 03:00:00,993.12,7.21,280.92,5.81,90.8,10.17,9.24,0.94,5.81,9.3,1229.62,1.03,1.5,216.1
23.05.2009 04:00:00,993.32,6.86,280.56,5.78,92.8,9.93,9.22,0.72,5.79,9.28,1231.41,0.55,1.13,197.5
23.05.2009 05:00:00,993.69,7.21,280.88,5.99,91.9,10.17,9.35,0.82,5.87,9.41,1230.28,0.12,0.5,119.5
23.05.2009 06:00:00,994.04,9.42,283.06,6.62,82.6,11.82,9.77,2.06,6.13,9.82,1220.89,0.36,0.88,151.9
23.05.2009 07:00:00,994.42,12.28,285.9,7.41,72.1,14.31,10.31,3.99,6.48,10.37,1208.87,1.03,3.63,204.9
23.05.2009 08:00:00,994.96,12.82,286.39,6.52,65.45,14.82,9.7,5.12,6.09,9.75,1207.53,1.62,3.5,310.1
23.05.2009 09:00:00,995.04,13.34,286.91,5.8,60.2,15.34,9.23,6.1,5.79,9.28,1205.64,2.1,3.88,298.8
23.05.2009 10:00:00,995.08,14.8,288.37,6.68,58.18,16.86,9.81,7.05,6.15,9.86,1199.32,1.51,3.5,297.5
23.05.2009 11:00:00,994.95,15.35,288.93,6.5,55.47,17.47,9.69,7.78,6.08,9.74,1196.93,1.65,2.75,261.4
23.05.2009 12:00:00,994.53,16.1,289.71,6.23,51.87,18.33,9.51,8.82,5.97,9.56,1193.4,2.0,4.0,279.6
23.05.2009 13:00:00,994.06,16.4,290.05,5.72,49.13,18.68,9.18,9.5,5.76,9.23,1191.75,2.59,4.75,22.35
23.05.2009 14:00:00,994.14,17.24,290.89,6.55,49.33,19.7,9.72,9.98,6.1,9.78,1188.15,2.45,3.88,292.5
23.05.2009 15:00:00,994.24,17.89,291.53,6.41,46.89,20.53,9.63,10.9,6.04,9.68,1185.66,1.25,2.63,330.9
23.05.2009 16:00:00,993.73,18.17,291.85,6.65,46.85,20.89,9.79,11.11,6.15,9.85,1183.83,2.46,4.75,30.09
23.05.2009 17:00:00,993.26,18.29,292.01,6.54,46.16,21.05,9.72,11.33,6.11,9.78,1182.82,1.8,3.13,2.15
23.05.2009 18:00:00,993.33,17.52,291.24,6.58,48.56,20.06,9.74,10.32,6.12,9.8,1186.03,2.14,3.13,27.44
23.05.2009 19:00:00,993.0,16.72,290.46,6.3,50.1,19.07,9.55,9.51,6.0,9.62,1188.99,2.04,3.13,43.63
23.05.2009 20:00:00,992.86,15.6,289.35,7.0,56.5,17.75,10.03,7.72,6.31,10.1,1193.21,0.39,1.0,74.0
23.05.2009 21:00:00,992.37,13.95,287.74,7.71,65.96,15.96,10.53,5.43,6.62,10.61,1199.25,0.31,0.88,57.01
23.05.2009 22:00:00,992.83,13.58,287.33,6.59,62.58,15.58,9.75,5.83,6.13,9.82,1201.71,1.46,2.13,238.6
23.05.2009 23:00:00,992.58,12.36,286.13,7.65,72.9,14.38,10.48,3.9,6.6,10.56,1206.2,2.25,3.63,235.9
24.05.2009 00:00:00,992.2,12.68,286.48,8.1,73.6,14.69,10.81,3.88,6.8,10.89,1204.24,1.46,2.63,16.78
24.05.2009 01:00:00,992.96,12.72,286.46,8.16,73.7,14.73,10.85,3.87,6.83,10.93,1204.98,0.41,0.75,13.58
24.05.2009 02:00:00,992.2,11.75,285.55,8.31,79.4,13.81,10.97,2.85,6.9,11.05,1208.1,2.48,4.38,351.7
24.05.2009 03:00:00,991.6,11.74,285.59,8.52,80.6,13.8,11.13,2.68,7.01,11.22,1207.33,0.45,0.88,240.3
24.05.2009 04:00:00,991.31,11.41,285.28,9.04,85.3,13.51,11.52,1.99,7.26,11.62,1208.19,1.2,1.5,206.2
24.05.2009 05:00:00,991.06,11.71,285.6,8.55,80.9,13.78,11.15,2.63,7.03,11.25,1206.79,1.49,2.88,180.3
24.05.2009 06:00:00,991.17,12.55,286.44,8.77,77.7,14.56,11.31,3.25,7.13,11.42,1203.3,2.46,3.38,200.2
24.05.2009 07:00:00,991.2,14.33,288.22,9.3,71.7,16.35,11.73,4.63,7.39,11.83,1195.7,1.33,2.25,173.3
24.05.2009 08:00:00,991.27,16.57,290.46,10.05,65.33,18.88,12.34,6.55,7.78,12.45,1186.26,1.03,2.0,141.8
24.05.2009 09:00:00,991.02,18.19,292.1,10.7,61.59,20.92,12.88,8.04,8.13,13.0,1179.12,1.96,3.0,139.2
24.05.2009 10:00:00,990.67,20.55,294.5,11.82,57.27,24.23,13.88,10.35,8.76,14.01,1168.78,2.72,3.75,130.0
24.05.2009 11:00:00,990.52,22.79,296.76,11.47,48.79,27.78,13.56,14.23,8.56,13.69,1159.9,2.6,4.13,210.8
24.05.2009 12:00:00,990.63,23.06,297.02,11.47,48.01,28.24,13.56,14.68,8.56,13.69,1158.97,1.3,2.88,296.7
24.05.2009 13:00:00,990.73,23.19,297.14,11.37,47.31,28.46,13.47,15.0,8.5,13.59,1158.62,2.19,3.63,345.4
24.05.2009 14:00:00,990.75,23.73,297.68,12.41,49.08,29.41,14.43,14.97,9.11,14.57,1156.11,2.24,4.63,331.5
24.05.2009 15:00:00,990.52,24.48,298.45,12.54,47.3,30.76,14.55,16.21,9.19,14.69,1152.88,2.18,4.13,259.0
24.05.2009 16:00:00,990.4,24.96,298.94,12.68,46.39,31.65,14.68,16.97,9.27,14.83,1150.82,1.34,2.75,336.2
24.05.2009 17:00:00,990.4,25.02,299.0,12.97,47.12,31.77,14.97,16.8,9.45,15.11,1150.46,1.5,3.75,307.2
24.05.2009 18:00:00,990.66,24.69,298.65,13.08,48.41,31.15,15.08,16.07,9.52,15.22,1151.99,0.9,1.88,254.7
24.05.2009 19:00:00,990.88,22.68,296.62,13.4,55.79,27.6,15.4,12.2,9.72,15.54,1159.94,0.97,2.25,275.5
24.05.2009 20:00:00,991.19,20.98,294.89,13.4,61.9,24.88,15.4,9.48,9.72,15.54,1167.01,1.03,1.63,236.8
24.05.2009 21:00:00,992.0,19.8,293.63,13.06,65.08,23.13,15.05,8.08,9.49,15.18,1172.83,0.51,1.63,20.04
24.05.2009 22:00:00,992.55,19.29,293.08,13.17,67.66,22.41,15.16,7.25,9.56,15.28,1175.48,1.57,2.38,346.0
24.05.2009 23:00:00,992.92,17.02,290.77,13.24,78.4,19.43,15.23,4.2,9.6,15.34,1185.08,0.18,0.63,198.0
25.05.2009 00:00:00,993.02,15.66,289.4,12.82,83.2,17.82,14.82,2.99,9.34,14.93,1190.97,0.2,0.75,30.83
25.05.2009 01:00:00,992.92,14.44,288.19,12.17,86.2,16.47,14.2,2.27,8.94,14.3,1196.19,0.07,0.38,109.5
25.05.2009 02:00:00,993.16,13.75,287.47,11.37,85.5,15.75,13.47,2.28,8.48,13.56,1199.7,0.4,0.88,36.82
25.05.2009 03:00:00,993.31,12.77,286.48,10.89,88.3,14.77,13.05,1.73,8.21,13.13,1204.18,0.02,0.38,146.3
25.05.2009 04:00:00,993.49,12.04,285.73,10.64,91.1,14.08,12.83,1.25,8.07,12.91,1207.59,0.34,0.75,76.3
25.05.2009 05:00:00,993.67,11.93,285.61,10.54,91.2,13.98,12.75,1.23,8.02,12.83,1208.31,0.13,0.5,150.8
25.05.2009 06:00:00,993.78,14.12,287.79,10.78,80.3,16.13,12.96,3.18,8.15,13.04,1199.13,0.3,0.63,86.0
25.05.2009 07:00:00,993.65,14.71,288.39,9.99,73.3,16.76,12.29,4.48,7.73,12.36,1196.83,1.59,2.5,23.87
25.05.2009 08:00:00,993.66,16.33,290.02,9.88,65.58,18.6,12.2,6.4,7.67,12.27,1190.18,0.97,2.13,68.03
25.05.2009 09:00:00,993.45,18.18,291.89,10.58,61.12,20.91,12.78,8.13,8.04,12.86,1182.11,1.6,3.38,156.9
25.05.2009 10:00:00,993.16,19.4,293.14,11.26,59.27,22.56,13.37,9.19,8.42,13.47,1176.56,1.15,2.38,67.52
25.05.2009 11:00:00,993.06,21.01,294.76,11.5,54.51,24.93,13.59,11.34,8.55,13.68,1169.91,1.4,2.5,83.9
25.05.2009 12:00:00,992.79,22.33,296.1,10.91,48.37,27.02,13.07,13.95,8.23,13.16,1164.6,1.45,3.0,79.6
25.05.2009 13:00:00,992.18,22.9,296.73,10.91,46.7,27.97,13.06,14.91,8.23,13.16,1161.64,2.42,4.38,52.9
25.05.2009 14:00:00,991.7,23.69,297.56,12.38,49.09,29.33,14.4,14.93,9.08,14.52,1157.39,2.9,5.5,45.91
25.05.2009 15:00:00,991.04,23.62,297.54,13.2,52.03,29.21,15.2,14.01,9.59,15.34,1156.54,3.69,5.75,25.99
25.05.2009 16:00:00,990.15,23.92,297.92,13.33,51.51,29.74,15.32,14.42,9.68,15.47,1154.27,3.25,5.13,51.47
25.05.2009 17:00:00,989.98,23.88,297.9,13.35,51.73,29.67,15.35,14.32,9.7,15.5,1154.22,3.3,5.5,40.9
25.05.2009 18:00:00,989.79,23.28,297.31,12.7,51.37,28.62,14.7,13.92,9.29,14.85,1156.62,4.77,5.88,29.47
25.05.2009 19:00:00,989.37,21.91,295.97,12.54,55.24,26.34,14.55,11.79,9.2,14.7,1161.56,1.95,3.25,37.52
25.05.2009 20:00:00,989.63,21.19,295.23,12.04,55.86,25.2,14.08,11.12,8.9,14.23,1164.92,1.16,1.75,26.87
25.05.2009 21:00:00,989.33,19.3,293.36,12.34,64.06,22.42,14.36,8.06,9.08,14.52,1171.96,0.07,0.5,33.52
25.05.2009 22:00:00,988.87,17.96,292.05,11.53,66.03,20.62,13.62,7.0,8.61,13.77,1177.14,1.19,1.63,221.1
25.05.2009 23:00:00,988.16,16.62,290.77,11.7,72.7,18.94,13.77,5.17,8.72,13.94,1181.66,0.32,1.0,159.7
26.05.2009 00:00:00,987.47,15.22,289.42,11.02,76.0,17.32,13.16,4.16,8.33,13.33,1186.84,0.37,0.75,173.1
26.05.2009 01:00:00,986.93,14.22,288.46,10.81,79.9,16.24,12.97,3.26,8.22,13.15,1190.41,1.43,2.63,221.0
26.05.2009 02:00:00,986.49,13.88,288.16,10.96,82.5,15.88,13.1,2.78,8.3,13.28,1191.22,0.22,0.75,174.7
26.05.2009 03:00:00,986.02,15.24,289.56,11.1,76.3,17.34,13.23,4.11,8.39,13.42,1184.98,1.15,2.0,211.8
26.05.2009 04:00:00,985.82,15.65,289.99,11.38,75.7,17.81,13.48,4.33,8.55,13.67,1182.94,1.54,2.0,214.5
26.05.2009 05:00:00,985.37,16.1,290.48,11.55,74.4,18.33,13.64,4.69,8.65,13.84,1180.49,1.55,2.75,199.6
26.05.2009 06:00:00,984.95,17.4,291.82,11.99,70.5,19.9,14.03,5.87,8.91,14.25,1174.52,1.85,2.63,194.1
26.05.2009 07:00:00,984.55,18.48,292.94,12.68,68.96,21.3,14.69,6.61,9.33,14.92,1169.4,1.6,2.5,159.6
26.05.2009 08:00:00,984.18,20.67,295.17,13.71,64.38,24.41,15.71,8.69,9.99,15.97,1159.79,3.39,4.75,163.2
26.05.2009 09:00:00,984.08,22.9,297.42,15.33,62.39,27.97,17.45,10.52,11.1,17.73,1150.16,3.16,4.75,172.1
26.05.2009 10:00:00,984.23,25.55,300.07,15.74,54.65,32.78,17.92,14.87,11.4,18.2,1139.93,4.05,5.5,211.1
26.05.2009 11:00:00,984.82,23.53,297.99,16.68,65.45,29.05,19.02,10.04,12.1,19.31,1147.89,3.57,4.63,194.3
26.05.2009 12:00:00,984.34,23.78,298.28,15.91,61.4,29.49,18.11,11.38,11.52,18.4,1146.76,2.85,4.75,203.8
26.05.2009 13:00:00,983.73,26.95,301.52,14.92,47.72,35.6,16.99,18.61,10.81,17.27,1134.43,3.23,6.25,232.8
26.05.2009 14:00:00,983.59,25.38,299.96,13.34,47.25,32.45,15.33,17.12,9.75,15.59,1140.97,5.49,8.25,209.3
26.05.2009 15:00:00,983.48,24.48,299.06,11.18,43.25,30.76,13.3,17.46,8.46,13.53,1145.19,6.11,8.63,213.5
26.05.2009 16:00:00,982.33,23.76,298.44,11.48,46.07,29.46,13.57,15.89,8.64,13.82,1146.5,1.68,2.5,201.7
26.05.2009 17:00:00,982.88,22.88,297.51,11.83,49.72,27.94,13.89,14.05,8.84,14.13,1150.41,1.47,2.5,310.8
26.05.2009 18:00:00,983.87,23.15,297.69,12.15,49.94,28.4,14.18,14.21,9.01,14.41,1150.4,2.84,4.88,229.9
26.05.2009 19:00:00,983.72,21.14,295.68,13.34,61.04,25.12,15.34,9.79,9.75,15.59,1157.56,1.0,2.88,223.6
26.05.2009 20:00:00,984.27,20.25,294.74,13.01,63.11,23.78,15.01,8.77,9.54,15.25,1161.87,2.95,4.88,237.0
26.05.2009 21:00:00,985.45,18.93,293.32,12.77,67.43,21.91,14.78,7.14,9.38,14.99,1168.63,2.27,3.75,214.8
26.05.2009 22:00:00,987.13,16.18,290.41,13.07,81.8,18.42,15.07,3.35,9.55,15.26,1181.63,2.47,4.5,267.0
26.05.2009 23:00:00,987.64,13.81,287.99,11.88,88.1,15.81,13.93,1.88,8.82,14.1,1192.53,2.27,4.88,252.5
27.05.2009 00:00:00,988.34,12.98,287.1,10.33,83.9,14.98,12.57,2.41,7.95,12.72,1197.47,3.29,5.5,250.4
27.05.2009 01:00:00,989.14,12.23,286.28,8.91,80.1,14.26,11.42,2.84,7.21,11.55,1202.12,3.4,5.38,249.1
27.05.2009 02:00:00,990.14,11.82,285.79,8.89,82.2,13.88,11.41,2.47,7.2,11.52,1205.08,3.61,7.0,253.9
27.05.2009 03:00:00,991.34,10.47,284.34,8.15,85.5,12.69,10.85,1.84,6.83,10.94,1212.55,2.63,5.25,259.6
27.05.2009 04:00:00,992.55,9.45,283.22,6.27,80.5,11.85,9.54,2.31,6.0,9.61,1219.03,2.62,5.25,264.7
27.05.2009 05:00:00,994.17,8.18,281.81,4.96,80.1,10.87,8.71,2.16,5.47,8.76,1226.92,2.92,5.0,255.6
27.05.2009 06:00:00,995.52,9.46,282.98,5.32,75.3,11.86,8.93,2.93,5.6,8.97,1222.92,1.47,2.38,252.2
27.05.2009 07:00:00,995.99,10.65,284.14,5.64,71.1,12.84,9.13,3.71,5.72,9.17,1218.28,3.09,5.5,259.3
27.05.2009 08:00:00,996.41,12.09,285.54,5.34,63.25,14.13,8.94,5.19,5.6,8.97,1212.73,3.56,6.25,262.2
27.05.2009 09:00:00,997.17,12.9,286.29,5.13,59.13,14.9,8.81,6.09,5.51,8.84,1210.28,3.59,6.13,253.8
